department,salary,years,performance,training_hours,attrition
IT,44674.01723134525,20,3.6133122792619723,52.05872742294776,0
Sales,31207.23598511998,17,1.689190655246057,10.888224103292767,0
Finance,115374.90596836392,22,3.6799694190775036,41.665076043282326,0
HR,31173.369536639988,8,2.01066786423713,61.4129675035372,0
HR,115824.80239686505,8,4.853923404324181,55.153616237889864,0
Sales,48034.71376030987,7,4.572607425993162,42.75293324106339,0
Sales,54072.521593014375,14,2.9830591144088467,71.9190234773471,0
HR,80681.52020468854,16,3.627676395399228,3.6307758658500333,0
HR,81893.86760382795,10,2.4411361812418466,27.061918503245526,0
IT,68268.31238308284,23,1.1368986348313177,11.741672653202615,0
Finance,95558.2989434723,2,3.797802939875746,43.57315181630854,0
Sales,65617.89777446802,16,3.462753123318845,73.9157201589666,0
Finance,49415.59591764532,21,2.3111492422326743,66.02814581924854,0
Finance,74009.31117000758,23,3.0220307153257866,47.15942587138066,0
Sales,107550.26046184261,13,1.807267900356539,4.635028709892923,0
HR,42122.86656095238,3,4.928680969536476,7.686774005737362,0
Finance,53859.67231890168,0,4.428743948914212,78.97109587315589,0
Finance,75892.83441262302,10,4.743722243691881,14.947332336548946,0
HR,107394.49452769104,4,2.9641051973524943,13.803383854118172,0
IT,109042.91155569794,20,4.2218937486698245,2.691096425285675,0
HR,79983.32000497094,21,4.546126540744109,29.77140039921606,0
IT,61352.91701759482,11,4.393543297584744,74.3827631083851,0
Finance,60107.601850573534,9,2.6483572615271536,12.407434878689694,0
IT,48546.33257786052,2,3.0568326036490716,8.4613160407062,0
HR,103746.24795120861,21,2.121487343609573,21.702821423528675,0
Finance,89114.420103057,22,2.4114689229002417,13.088401030543624,0
IT,32624.47661149013,4,4.797227411928295,60.30156170261008,0
HR,88747.53390596094,8,2.5018682574125433,16.477292028868398,0
IT,95734.588203948,7,3.2433719375490746,23.939429358677486,0
Sales,32584.813700520896,2,4.671665818154706,54.54519207398124,0
IT,103798.84604953408,18,4.4224889456129075,24.193889037968486,0
HR,31170.918672500233,21,2.455099340277791,79.10190316320549,0
IT,64083.25772656528,7,3.9570064296065905,3.5967754416392594,0
IT,104853.89119032014,8,3.4354092046651656,44.801268238813364,0
IT,118769.37045935485,1,4.3834127570687285,62.49811779135474,0
IT,32076.148538370006,14,4.979224097839888,27.69286111289731,0
HR,115041.73362958472,16,4.169437303676698,35.083464168703145,0
Sales,90028.79720468717,1,4.639434489762828,41.51388521963581,0
Finance,92296.17304598547,5,2.41348342461467,7.4526464196156805,0
Finance,111644.73277591655,4,4.500767525816792,26.64874995144941,0
IT,31668.351595369884,23,2.125853535720385,30.177580451228394,0
IT,98408.62769104175,12,4.792166492282429,11.38968108025022,0
Sales,117865.7612100239,19,1.6419791397745183,65.41917118384396,0
Sales,102165.30559174714,17,2.990144382061737,72.73889090582736,0
Sales,30686.837209758785,7,1.5634812120940431,44.56669728627129,0
IT,107861.43008767907,20,1.6226141835439853,49.60010291508432,0
Finance,58882.46001520608,24,3.681187698730774,59.583660748472326,0
Sales,79805.24914782938,11,4.184590346213859,4.222334877643874,0
IT,51348.782524235336,18,1.239547739013497,56.67843785899902,0
Finance,103998.55070642357,21,2.585443688203201,62.4412067766827,0
Finance,72049.1837229404,23,2.4239261572616826,60.81353189743944,0
IT,68886.16943187625,21,3.0395961783680363,25.76953912178853,0
HR,38133.611354837405,0,1.7581231719463508,41.946137254514284,1
Finance,47441.64197234028,10,1.7156722671264593,44.17553576467235,0
HR,97509.64069208488,12,1.4696276766730993,1.5275024990634822,0
HR,101216.18243436958,8,2.0922467989573086,9.646802568884008,0
Sales,31947.026208050625,6,4.733011173222127,10.773836498647418,0
IT,103207.88233528585,20,1.704145225737884,52.9530560707401,0
Sales,114092.2971123957,14,2.8633669407124906,36.33395624129523,0
Finance,119686.33496760609,10,1.0055333784874838,59.27186897760022,0
HR,35699.7151478528,15,1.6468932549494775,22.601876148441473,0
Finance,68858.78192448338,0,4.4883595944046775,28.197910142891534,0
IT,67173.91501019971,19,4.661556382202125,13.293131500926316,0
HR,86004.74837693176,5,4.679073849944457,53.75595646659502,0
HR,94550.57167984043,24,1.5089746868430538,74.81721607875922,0
Finance,47818.00008758088,22,2.748325050361205,52.14742353801746,0
Sales,45287.684081044295,12,4.889195396405171,50.99433112088063,0
Finance,38302.406238328906,1,3.216196457170832,55.36617634489385,0
Sales,53340.192124026114,3,3.5178526198946307,46.1328459480832,0
IT,99371.77442625063,0,2.8545328467034605,71.97351532001636,0
Sales,70687.87119421214,23,2.9590218566035547,63.18405433823224,0
IT,70853.76733215511,19,2.169531927294961,27.49914913074288,0
HR,52331.59595732007,19,4.242761740128431,5.916491669068975,0
HR,107437.71722218227,1,2.853652408164358,1.438343153153312,0
IT,45525.3918494459,4,1.2506996101776928,8.155511668237097,0
Sales,66898.07994296226,11,4.905902659618065,29.623777029230585,0
IT,93022.91234909621,9,4.395416807706717,10.730414749057973,0
IT,89175.16850357014,14,2.846154235481549,59.09984778846531,0
IT,52131.36138091699,18,1.7008969252484119,66.67806826335969,0
HR,37659.20700755903,21,2.315563716894927,49.21276944008197,0
Sales,52705.20607073421,11,2.4344947100327703,21.512310187880246,0
Finance,108244.50151284854,6,2.8489815554991362,50.36724249358765,0
IT,116801.37805296016,8,1.1896150581344367,52.4484474609969,0
Finance,119252.04067370026,8,4.640579193037509,7.1033929635932225,0
HR,70277.44125061574,24,4.375770187752203,58.967925396649036,0
Finance,79985.42031265218,24,1.8489544713707446,61.006908831729376,0
Finance,51718.080798806215,8,4.777632835830946,63.82783608176615,0
Sales,51125.14654822708,13,2.4639478617941752,35.15253359108429,0
Sales,35802.581989361446,11,3.7222521348725794,69.46604872893504,0
HR,95166.55742591138,6,2.814999251102786,65.10666484595416,0
Finance,38828.85182504087,19,4.493107314067974,51.29186275810341,0
IT,94106.32363318649,23,4.949589674210014,11.725042021906633,0
Finance,88264.44353707855,20,3.3582124819266865,5.9693874486248255,0
Sales,55790.192463454005,19,4.502710984496648,62.678515009909994,0
HR,60297.06658900599,5,2.000214317657347,43.524589922025136,0
Sales,101845.94272327595,8,1.3098215075862982,8.424791511453131,0
HR,73841.52980099659,5,2.667122956484358,41.3602182224194,0
IT,61818.641704935246,14,1.0751103936720074,3.050656055612162,0
HR,119892.3594090546,13,2.025665352028215,29.79502420526054,0
Sales,95087.98672730928,3,1.75140229472338,39.95755168943782,0
Finance,111526.75772854123,4,1.8355172361130898,14.484274839257854,0
HR,114024.91269070025,20,3.0190560428073137,62.92598751305667,0
IT,55421.423740776416,19,1.5264103319548923,7.078639259398303,0
HR,63781.32171639724,24,4.636917828874055,22.43224993184212,0
IT,115798.2091923745,24,2.594048006193006,23.07932839382702,0
Finance,53430.4681712419,8,2.169828434151678,26.788814038839995,0
IT,55349.71463873072,9,2.1867479421964275,78.59076413604454,0
IT,78950.0956057233,5,2.628321708310297,3.6809921114041444,0
Finance,109724.87573603634,0,1.044419329754576,0.41291386879371395,1
IT,62737.389601929666,5,4.223896371555396,50.939934344330986,0
Finance,62202.23088325101,20,1.463051393721365,19.303222312433547,0
Finance,110767.36523244428,18,4.291024864495297,20.24644486204788,0
Sales,40106.60187220703,22,4.079757723002703,0.9547547048087512,0
HR,37729.06223856581,22,2.5266438214588365,76.61638500050236,0
Finance,67063.28987976292,7,4.937602855744311,17.728919005399852,0
Sales,33505.59763351701,3,2.126275548040968,26.784530332492498,0
HR,31141.50034567879,6,1.338235987062316,7.648986814881225,0
IT,78437.75749708756,20,2.609692928362392,37.480549731283226,0
IT,104505.76408479712,19,4.526775178040284,58.99219864752019,0
Sales,118481.55696726016,8,2.6184082861390303,61.12585118067956,0
IT,108059.83869976952,20,3.9043941205184565,20.667842611431944,0
IT,53041.28757097719,4,4.797153557375204,64.91005387698009,0
HR,81487.5419157263,10,1.0299084716059355,14.885903972376164,0
Sales,89728.71070554081,21,4.478210743984416,1.7644284300853919,0
Finance,50681.708373585854,16,4.276708111839563,41.482754853769414,0
Finance,111555.3942890076,1,1.652184937171587,72.16565346315718,1
HR,70465.68169316046,20,1.706775748736718,4.087373162878976,0
Sales,81935.83453003911,20,3.016888490610268,12.935777327616211,0
Finance,113934.88029255695,15,2.7079474329384703,9.20251199134352,0
Finance,110948.7000010848,17,2.3268045738255227,60.3680240952016,0
HR,50003.70117306241,17,1.9300149010705745,44.078133712930416,0
HR,109546.65098065721,2,2.973140667499762,4.446165229870687,0
Sales,103117.04687424906,1,1.5208906852830206,39.72577914432187,1
HR,34384.5026994607,19,3.6799032492081594,43.3013036443794,0
HR,34609.986669233134,2,3.346024847650676,43.71803711825913,0
Sales,104190.9985028834,11,1.5478651148174665,47.59958866488884,0
HR,65476.44015822767,6,2.99589444747888,42.337526902478714,0
Sales,96659.07075479365,18,3.5822498963493543,46.123347032008006,0
Finance,54193.0240171537,12,4.144038538567392,78.8438336908207,0
HR,85470.4633460484,7,1.9009748380573441,2.2358349423001744,0
IT,97674.26427209315,5,1.0013028868642921,31.506143125141328,0
Finance,31956.63775418099,10,3.395457869478443,15.580937858880457,0
IT,92844.37968026954,19,4.691846264645168,19.492120396810257,0
Sales,87456.6858169313,6,3.462326785521994,8.494268797330342,0
Finance,63702.9804526827,2,3.1052864968190574,48.59469544374639,0
Sales,100774.73500738204,10,3.5190610909260993,42.991514347948865,0
HR,119850.61478682564,13,3.77685179170975,42.81034967555411,0
HR,40690.15831027281,15,4.784877967380825,70.0455739449889,0
HR,70227.37931942834,23,1.8635753007120517,8.58983861289647,0
IT,56563.08341098515,22,4.970477776780143,70.94043371063536,0
Finance,96474.46035130991,24,1.1128426017278668,66.16347878063748,0
Sales,58152.2588687948,8,2.5475692876494866,11.22671749677421,0
Finance,95547.92277285211,6,1.9025196545445002,10.776193751189345,0
Finance,99935.51423779265,6,3.8240234561312216,5.201154577750042,0
Finance,118433.71669123974,2,2.5698603057467553,37.994392003193845,0
IT,38086.13061093054,17,2.282202561988097,65.77739946159171,0
Sales,78651.99920751303,18,1.0395897787462638,78.16196426485361,0
Finance,117744.62146336946,4,2.777852809973293,11.093933270009577,0
IT,102877.42909997435,13,1.7316792267072474,23.707977973732994,0
Sales,43293.80900377026,3,4.449414665008447,63.325286144183565,0
Finance,72070.19671444195,6,1.076964499046042,40.31038662679162,0
Finance,51742.8895071911,11,2.9147963474989926,35.13733126491153,0
Sales,89148.50903751669,9,1.3716768275283915,60.52313559958165,0
IT,84434.14118565689,17,4.7635206517684665,37.00659388383646,0
IT,74463.43908405158,6,2.498786618054109,70.32331507188336,0
HR,81799.42369136504,19,2.6961476310405716,61.833379253114195,0
IT,102960.32547085566,0,4.855979178684667,49.96680269406096,0
Sales,61227.175460619066,24,1.065148258415784,4.134719507511049,0
Sales,90935.02008691315,10,4.777989824091366,47.67996062918017,0
Sales,88966.96073759136,15,3.034420211918176,10.990919135036945,0
Finance,117977.87144994475,5,2.8536358306959846,59.726175757223444,0
HR,114167.93660817003,0,3.355509545702562,65.69930990699055,0
IT,68410.90759267955,21,1.7172246906031385,27.609440708068593,0
HR,55565.39004227455,6,3.6244277317776503,54.97655789555385,0
Finance,57518.62281682018,23,4.233976238527303,65.80904646922687,0
Sales,93771.4343471727,22,2.758398245470167,54.24881870190458,0
Finance,69387.61121015818,9,1.5329292232718332,64.73801083171108,0
HR,33974.94008994487,7,1.8416610604006256,31.52777281518936,0
Sales,70831.67230374432,24,4.146641090951552,72.91561397289388,0
HR,82532.04819290343,3,3.2209317292030346,66.59615931847358,0
IT,104781.79837865081,0,4.825888573816014,1.1058630806451397,0
Finance,61095.261245698806,18,4.893269295468811,7.497496856848631,0
HR,93128.16834664348,13,4.1791841442745294,37.18992396902621,0
HR,37402.401957036935,17,3.6026125950887025,52.33074919708358,0
Sales,57334.20483732878,23,1.5144318975883007,19.30461321186412,0
HR,70737.92709495024,10,2.4476588198314424,19.390307033603705,0
IT,110387.06725408947,3,1.3950712728149273,49.35978820577621,0
Sales,103386.99753392924,20,1.9281263638801351,32.568949272427986,0
IT,109986.86723523497,3,2.712273599665431,78.21673440139952,0
IT,104529.61191156188,18,3.6458013595401613,31.648944187917554,0
IT,81751.99644264673,10,2.5755432575480133,55.707508882331716,0
IT,50764.45048892975,10,3.771800430044237,51.88786773205972,0
HR,80768.61688859778,24,2.417005190837263,12.31957060582773,0
IT,94785.31594817396,22,3.285773424997537,28.203202047208535,0
HR,112931.66843916294,21,3.4451841663044394,59.42675984545029,0
IT,111794.02200042775,5,2.4690169470562044,64.07597886781987,0
Sales,62408.12718742491,3,1.5012105302016603,9.497620005784926,0
Finance,70902.28729383656,17,1.5684152622820915,11.240096513821785,0
HR,115908.0325558296,8,4.890551492195574,76.65230711861558,0
Finance,51096.82163659287,13,2.231785414826419,4.466217135631494,0
HR,64608.4880457746,2,2.9311228114369565,9.023051364782475,0
Sales,117492.58489789118,5,4.552442441727185,68.22517964063914,0
IT,108641.25456182213,1,2.8021995375485145,47.935603917762684,0
Sales,64540.779699675884,21,4.960158539073451,77.67891005121596,0
IT,60459.11411118946,16,3.515369908974901,6.044380010804256,0
IT,50726.72743364844,14,1.1359606777865419,42.083445004257634,0
Sales,53180.79586360794,6,3.5446367876680935,16.778226675623014,0
IT,35830.09106040771,21,4.465266873036631,6.670484147587734,0
Finance,97128.70479468779,15,4.238255827324915,12.378151646333029,0
Finance,76660.0256263155,0,1.0386933110556469,8.92615497199909,1
Finance,106450.15138888475,7,4.636707701797296,68.88548776254494,0
Finance,60651.501077374465,10,3.261560640611304,61.40987091663375,0
IT,97860.2791984019,7,2.4495193613109874,17.814669287460696,0
Finance,52218.10025106864,19,2.6431992122414756,67.89472808332631,0
Sales,51748.58695594291,10,1.3851220126302666,63.06171219931418,0
HR,36584.86494467246,5,4.801628976865846,58.35541999747282,0
IT,69395.28813084727,17,1.3385663803611698,67.49079052073388,0
HR,41564.99821872287,8,4.144468656522937,59.40829118474405,0
Sales,61566.076352023025,15,3.6283206001686885,29.364997438659152,0
Sales,105585.03441850608,15,1.4568078757703558,14.174100580199864,0
Finance,71354.98408802398,17,4.670031076314267,0.2022649943927579,0
IT,74783.72575670437,23,3.9939309118565203,45.58934540693369,0
IT,79744.86488185698,13,2.9523214653257215,73.71551077198161,0
IT,73136.26849737784,4,1.014545570985208,57.79869236721719,0
HR,63344.55446186551,21,3.9305612940381076,71.84856916137304,0
IT,49495.410717296734,4,4.061855223818423,68.0546004269704,0
IT,71691.35584447591,1,3.4049956200462064,23.1563545315447,0
IT,54863.49988309035,16,4.135625046305477,24.45020379486006,0
HR,37992.45920106436,23,4.569807656708475,55.82371642224085,0
HR,96516.40405210154,1,2.805770151362932,66.7333953400114,0
Finance,96341.57948508725,6,2.867627337943311,0.668649183749146,0
HR,75769.76470797705,7,3.460391993359544,48.5772787300753,0
HR,35874.56774585536,0,2.641191521355538,78.97069074387663,0
HR,86355.20679543712,10,4.783438424746063,74.59988063015277,0
HR,33221.52558816515,16,3.9345524104824743,12.813101454354259,0
IT,75348.3191631813,15,4.866244451006672,3.6948445783023764,0
IT,45845.87584097693,5,2.8070451264835223,50.71880710816061,0
IT,40265.77939787371,17,1.2400926381491426,42.62541663785781,0
Sales,90044.73872796788,15,4.101093342094169,37.69327787436729,0
Finance,46688.071329467864,18,3.9660006061179947,54.09514294250134,0
IT,102651.83365008459,5,4.454824740511034,7.317991675590294,0
Sales,91475.89070417019,5,3.6850185203521515,63.82889052868249,0
Finance,72111.62706306009,21,2.824559382790304,66.96231232883744,0
Finance,43919.132806363355,21,2.7626623762691747,67.17058498906587,0
IT,90277.46524216994,14,3.459334817979461,65.57555001522297,0
IT,42976.79692096512,21,1.4108097377142887,19.61152530204106,0
Sales,42250.837416054164,1,1.6028903972942588,73.58062585458066,1
IT,52201.659707060855,14,3.4861987958091216,45.24935342697107,0
IT,76179.171546363,6,4.762518275472394,77.90264486130589,0
Sales,88731.88161977485,6,1.4846034663859577,33.03588803689341,0
Finance,90920.2818245317,16,1.0460068545567025,45.85066835113055,0
HR,30118.616582446193,6,2.8851785934902274,40.396646396542685,0
HR,71522.168964271,16,2.559173184088733,62.1264367238329,0
HR,81461.78348218222,20,3.672250238379172,11.769408219612272,0
HR,66603.69735246152,17,2.65302825715803,2.2786828419318272,0
Finance,70159.76375310431,6,3.8213614280823114,56.152676300071995,0
Finance,55392.265205901014,12,1.3426960179507046,19.670566723105036,0
IT,94713.38445202803,1,2.3103525975545365,12.110046274714765,1
Finance,34670.09281329501,22,2.45542976166038,23.098509439737978,0
HR,30177.444539270786,17,4.31922586733841,1.634090899799494,0
Sales,40963.3475083759,18,3.2638943859469767,2.565956526526074,0
HR,105689.05851115477,16,1.6694516876665193,42.340602127137295,0
IT,78155.08064459672,12,2.0857560818339924,37.90581946759381,0
HR,80729.83752372273,20,4.221389313884914,22.940301752694765,0
HR,69209.82474506708,9,1.496018766678647,7.153687941299376,0
HR,33628.46825587648,23,2.42023774768109,5.459274732735295,0
Finance,77401.86744107108,13,4.48478581203167,22.89012326642687,0
IT,32849.76746462518,14,4.820036578940756,23.5326005332859,0
HR,65992.74080107271,0,4.556359561345987,64.44919545645865,0
Sales,103508.18217995872,1,3.278400986975882,39.00349110489962,0
IT,60698.16109557412,17,4.519112155392952,2.617923776481579,0
Finance,109293.37394605039,0,2.107868124317987,26.390462884412777,1
Finance,41047.54381530497,7,2.0052588138076817,64.44746064297375,0
Finance,72023.03763480381,0,2.1614730369768376,6.202328317571366,1
IT,46117.92901951518,3,1.669580895006491,53.4938277913117,0
Sales,62622.3933821872,12,3.3235741751955468,20.199731966930976,0
HR,78652.2904629795,5,1.4089676388041132,54.61069253004159,0
IT,85210.95934224618,10,1.9002334597977169,46.449623134910766,0
IT,79633.93971279272,8,2.144025632764537,51.280884493057954,0
HR,77607.09365416749,6,2.7741550466581666,61.315841578729795,0
HR,114326.78468361446,19,4.2808426411651865,31.830941279915372,0
Sales,99276.38941143148,21,3.251035624163583,2.588406461751953,0
Finance,54482.955251729014,19,2.016137029399337,55.41155974472169,0
IT,110737.64357662848,13,3.0452739013155954,6.773913366952113,0
HR,45960.74565042184,4,2.6038079486981363,47.546585108745475,0
IT,49485.499713403464,6,3.3532520595782738,13.733151615894572,0
Sales,49012.49834251067,18,1.0837107151372316,1.3249526908046239,0
IT,105102.43415216413,7,1.7705308139094225,13.044231781054254,0
Sales,75700.52050701647,21,4.782273598197211,33.49918629718624,0
Finance,57693.5467858952,16,3.48469585886924,38.846706594197606,0
Sales,50128.22121994625,10,3.8973376101809483,0.9810781112088218,0
Finance,114932.82811991552,3,4.1305625560246515,71.85258021459387,0
HR,46639.3958238544,20,3.0224816639192467,51.11013846330998,0
HR,44703.414103966854,12,2.6578427376818614,71.27124385113548,0
HR,100646.70021298974,10,4.778598253193055,53.81166067699993,0
HR,66648.8246365134,10,1.159767868712294,45.846902080385746,0
HR,75576.70004239217,4,2.385245990495659,41.744368365831825,0
HR,62143.13729053076,10,2.0547919146534035,78.45476573767841,0
IT,42768.75368559758,6,2.7604778850478326,14.360781255335642,0
HR,88461.20758029108,3,1.6422733086233032,72.21165911634006,0
Sales,77991.67344592196,19,3.7924121123011,31.21778018835407,0
Sales,35650.86650198206,18,4.971656356936595,16.273909288831845,0
IT,101499.11517085027,11,4.220125307936652,4.5001131843953335,0
Finance,88406.8020340701,3,3.0239793922314506,38.12519044290259,0
Finance,35677.979776086206,20,4.313679422551645,24.281667103554796,0
Sales,75441.45836650423,20,4.559365437424072,27.445308904197088,0
Sales,73987.73221980178,8,2.9826200073174483,32.67120910324717,0
HR,82024.34097935521,20,3.235783874631463,73.82173110952236,0
HR,83839.78736828867,17,4.067125248473825,52.37927062108557,0
Finance,46412.44921736936,23,3.568772261151536,39.45636131376682,0
HR,72047.23432146586,7,1.8453942857061714,5.077068438522954,0
Finance,68291.07080864863,10,4.213867285649453,30.795617807484177,0
HR,37308.13399460161,0,1.7377254271271574,45.36022906176552,1
IT,61144.81586493578,9,1.03595523432607,20.682877115389164,0
Sales,54848.58725864504,13,4.937211062896299,11.791712069149316,0
IT,111411.7518805004,20,4.452690476000481,29.9616107385975,0
HR,78266.85823247791,24,4.481866975974755,62.75015453290101,0
Finance,96479.72630778387,23,4.537526383805262,20.572860937064583,0
Finance,56825.47472474569,23,4.843765513935509,18.6546087747573,0
IT,30529.480295733432,7,4.471415063444699,46.88421673358871,0
IT,63352.60983328182,19,4.634423609012918,27.7836470899463,0
Finance,91840.05401704257,17,3.704276310051784,58.537815109233236,0
HR,36087.35857656085,15,1.8364737239948248,36.760511646809505,0
IT,66493.13986611334,4,1.6514547377295505,62.48784131606583,0
IT,39881.897214373326,8,1.3579872818997663,73.73361120414471,0
HR,97622.96615807217,16,4.509406472535735,13.613731342979545,0
HR,117322.36102219719,13,4.411238555547274,48.46096323694344,0
Finance,56672.94945015207,15,2.449223943502777,68.07359276942162,0
Finance,114626.41079185526,24,4.705699730515,57.20328810914847,0
IT,56230.49592249825,3,2.4896930105536357,20.93433068192742,0
HR,106802.7491408136,1,2.117696019704885,70.73995053020204,1
IT,94773.50240305331,23,4.6391355899633915,21.367352272714413,0
HR,47357.19545478548,21,1.4717557163482007,63.078879435622724,0
IT,68930.73179415334,10,2.146492105754018,78.2900615436905,0
HR,116747.79327828385,2,4.116869919426044,19.19276902461001,0
Finance,101610.59514146372,15,2.954164302397479,78.39974457009731,0
Finance,84302.93462136538,7,1.2704204953883789,49.877917852486526,0
HR,97899.78339364652,19,1.5791744740306841,35.108140196180535,0
Sales,99411.86139356428,18,4.542015104331831,3.36736707755386,0
Sales,119573.42153350126,1,2.3057192654773093,28.58197823521845,1
IT,45769.70229659319,0,1.6950679903901076,58.22505638910133,1
Sales,45668.761719609385,18,1.3230051914346275,5.786192024549903,0
IT,107783.06807892048,10,3.6303092770836805,0.8648994934178589,0
IT,34695.125679126155,1,3.520054669822087,5.0145095297109865,0
IT,57940.225565130895,18,1.6839118285825823,58.30912630482465,0
HR,57997.437011240705,9,1.4164274009057682,13.075746765669303,0
IT,62009.93530447971,7,1.253013357708876,25.71018153092835,0
Sales,89479.26189785005,18,3.7649221822367367,7.236892060156528,0
IT,117216.93081041414,16,1.6179935831666659,11.845060640765777,0
IT,103132.24142592115,1,1.90175916333797,43.62589780549274,1
Sales,108728.37993514631,8,4.53652099329493,57.43895624264268,0
Finance,36799.871624873726,14,2.0274444514607874,65.62277124733909,0
HR,49526.16468632433,22,3.464165824327304,57.29949968023387,0
HR,86578.82047050704,16,4.260836913391244,6.754829513751028,0
IT,55467.72868023925,10,4.894996510829836,7.47129438045544,0
Finance,80078.55343501884,9,2.1329151853517323,35.84991026926371,0
IT,60356.641122603396,1,2.0793609526204007,2.332367028458222,1
Finance,34526.68455192703,16,3.4401527991504217,32.22906084118293,0
Sales,83236.61583065579,22,3.1884739596623937,57.06546011155644,0
IT,46039.259816843056,14,2.313344399820739,73.98275157580103,0
IT,114381.60940915802,22,1.0561607873998087,46.96734400217589,0
Finance,87662.79815720549,12,1.3146899672885515,77.77675634422653,0
HR,38905.933031088025,19,1.171293734784764,9.840063215742596,0
IT,94359.12901358015,1,2.5052092295245694,63.62045575564751,0
IT,111949.28785497228,5,1.2508520271989814,71.31428503678305,0
IT,74581.79952274171,0,3.994491908663661,64.09940307661506,0
IT,105685.6100449501,20,4.526215724638604,0.9825994745167854,0
Sales,74887.53167574317,9,2.3364574296111487,30.340377470594035,0
Sales,49260.93318842616,1,3.4201163455898156,4.608371061475243,0
Finance,116353.38767287038,1,2.3439219582925093,16.471312493175503,1
HR,77561.00075820019,4,2.505715120263506,11.845867114092936,0
HR,32763.557986006454,21,3.409396864512729,17.421211433675072,0
Sales,116528.5789807321,9,3.3807830703836745,62.41721004004249,0
IT,32410.803272287387,10,3.338634971033157,22.94237824586392,0
HR,87095.47124869318,5,2.6989251441242508,71.50719432592197,0
IT,78418.76600612912,19,4.0506098190227275,18.352155290333812,0
HR,32428.889742955842,15,3.2955812279137002,23.47234675997143,0
Sales,70576.0535477295,6,2.9529154665102477,43.25890830709942,0
Sales,50374.518230699636,21,3.553864871433604,5.704653421943213,0
HR,88651.77405181777,21,1.9468479074775056,4.444426615383286,0
Finance,88834.84014504192,8,3.890102903917392,18.914066633779363,0
Sales,87334.30923073062,15,1.4627671382135352,11.745389559610846,0
Finance,71095.45779934057,20,3.6899864753287472,25.72162488044225,0
HR,68325.04625419057,11,2.9757445674289915,23.932378630869344,0
HR,57011.85010599054,20,1.4344035101788535,65.52382479594014,0
IT,74421.32297566978,13,4.198786537369662,47.923181905896854,0
Sales,32535.369583611777,9,3.103269932636072,55.174111135850254,0
Sales,109601.12199894179,2,1.2648773833715836,49.94341793859596,1
Finance,58317.607957573324,11,3.2560378388759985,58.12293324156868,0
IT,93942.81674481987,19,2.6004779412038723,16.253330976579967,0
HR,119241.80576141902,12,4.7916943290929,50.32744283143061,0
IT,117939.16179630347,21,1.7971081989481608,36.34091130019154,0
HR,59258.433805592686,11,1.261169395007267,25.35660949783315,0
HR,57864.63387315805,3,3.692737068869999,48.96482562422943,0
Sales,60872.77238691777,21,1.4618458207791405,54.10769365479404,0
HR,89071.13889654899,9,3.0225731007502903,44.91407472638633,0
Sales,67300.8477672427,20,4.08490962636341,49.8679827380393,0
IT,64792.957018942434,20,2.804860217329528,3.8768292416525263,0
Finance,70926.99104333807,14,1.916384847265085,58.286775327446925,0
Sales,76584.77674097844,0,1.8369882132574276,74.51305853611716,1
HR,113261.7706536664,10,2.812612455836365,41.80139252004736,0
HR,106264.16006112432,2,1.8047210972433727,54.106607688578805,1
HR,105609.38734240805,19,1.0033196250157723,16.580599102857477,0
Finance,49119.94252515088,3,4.780536963790485,49.77972657793585,0
Sales,115201.71025042569,22,3.2435840668598623,17.136621223073128,0
IT,62854.26400200896,18,1.8888741735387735,36.563919746812026,0
Sales,108641.11439986974,3,1.0375440464675565,46.38338696287641,0
HR,34375.787487052185,2,1.7729093082592362,27.76076313644838,1
Sales,52115.26424693216,0,4.220816046329654,2.707491317867081,0
HR,61150.03521173404,17,1.1143683635280346,53.549486295189055,0
Finance,106460.74703731337,6,1.7793670233610617,45.82690024620439,0
IT,83845.70804449808,2,1.7394189383244418,63.173386629193836,1
Sales,81552.26328773636,20,4.037792809327986,19.56212285559107,0
Finance,42553.114900645465,24,3.0664334081749693,40.51346871400311,0
IT,95806.25043573316,1,1.1444640265181638,64.25609492088627,1
IT,105932.15661777348,21,1.4307405968375146,64.61918634501225,0
HR,108095.85789591416,24,3.0789035119647252,23.02180845181816,0
HR,57249.25699308648,19,3.497558273201362,35.59947269779712,0
HR,48828.40211101057,18,1.2296836903622195,58.216935691797545,0
IT,39686.45161102236,22,4.419888811250621,76.6995339547757,0
HR,53707.396505111625,7,4.152509190824208,52.06833517943626,0
IT,112282.3304174297,0,4.855899955371646,54.15817891879139,0
HR,54850.22041749528,20,1.1364791535288905,47.487594356734036,0
HR,51073.94096339912,4,2.12081612360215,62.87015800651851,0
Finance,84640.62942681467,23,4.716994293707819,49.07753444895618,0
Sales,53465.88019045553,11,2.616042609369758,38.61881209454197,0
Finance,46223.046736796285,16,4.002307579153122,79.61634844196439,0
Sales,55466.126397634915,17,1.0108978006150924,21.374040906513827,0
IT,54817.28195369541,14,2.152665102337178,39.61103539583756,0
HR,53999.70362103735,10,3.42400699762904,2.1977252484468135,0
HR,114154.3956612963,2,3.6400004057343254,13.237801277385524,0
IT,105149.8965969762,4,4.533178687035694,3.4413824147793193,0
IT,82068.75294519676,22,2.596220203382499,37.1898463555133,0
Sales,101337.11091880519,21,3.6494238774695265,7.014390240617097,0
Sales,95391.61624623183,9,2.2010741272795555,62.899427501284826,0
Finance,31419.650208894378,5,3.655018451722133,2.933986385024534,0
Sales,74397.44725165886,3,3.4801995930054512,30.070013893868506,0
